"name"|"anio"|"p_t1"|"p_t2"|"p_t3"|"p_t4"|"p_t5"|"transp_gral"|"p_c1"|"p_c2"|"p_c3"|"p_c4"|"p_c5"|"comp_gral"|"p_i1"|"p_i2"|"p_i3"|"p_i4"|"p_i5"|"irreg_gral"
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2020"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|60|0|0|12
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2021"|2.13|0|0|0|0|0.426|85.45454545454545|0|0|100|61.00496693303581|49.29190247751625|0|0|75.51020408163265|0|4.081632653061225|15.918367346938775
"Centro Nacional para la Prevención y el Control del VIH/SIDA"|"2022"|0|0|0|0|0|0|92.3076923076923|0|0|0|34.977014905519155|25.456941442642293|0|0|23.076923076923077|0|0|4.615384615384615
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2019"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|6.666666666666667|0|0|1.3333333333333335
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2020"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|27.27272727272727|0|0|5.454545454545454
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2021"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|100|0|0|20
"Centro Nacional para la Salud de la Infancia y la Adolescencia"|"2022"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|50|0|0|10
"Centro Regional de Alta Especialidad de Chiapas"|"2017"|0|0|0|0|0|0|35|0|75|0|41.88731067870644|30.37746213574129|0|0|10|0|50|12
"Centro Regional de Alta Especialidad de Chiapas"|"2018"|0|0|0|0|0|0|65.56603773584906|0|47.368421052631575|15.789473684210526|49.41013238577847|35.62681297169392|0|0|41.0377358490566|0.4716981132075472|24.056603773584907|13.11320754716981
"Centro Regional de Alta Especialidad de Chiapas"|"2019"|0|0|0|0|0|0|69.87951807228916|0|35|30|22.935952495489325|31.563094113555696|0|0|34.13654618473896|0|20.080321285140563|10.843373493975905
"Centro Regional de Alta Especialidad de Chiapas"|"2020"|0|0|0|0|0|0|71.59763313609467|0|45.45454545454545|24.242424242424242|40.33320749015058|36.32556206464299|0|0|39.053254437869825|0|14.201183431952662|10.650887573964498
"Centro Regional de Alta Especialidad de Chiapas"|"2021"|0|0|0|0|0|0|71.26436781609196|0|34.375|25|27.214884025022496|31.570850368222892|0|0|42.5287356321839|1.532567049808429|22.60536398467433|13.333333333333332
"Centro Regional de Alta Especialidad de Chiapas"|"2022"|0.43|0|0|0|0|0.086|68.42105263157895|0|23.684210526315788|10.526315789473683|24.107278928327208|25.347771575139127|0|0|45.32163742690059|0.29239766081871343|27.192982456140353|14.561403508771932
"Centro de Capacitación Cinematográfica, A.C."|"2018"|0.33|0|0|0|0|0.066|99.00990099009901|0|0|0|100|39.801980198019805|0|0|95.37953795379538|0.33003300330033003|0.33003300330033003|19.207920792079207
"Centro de Capacitación Cinematográfica, A.C."|"2019"|0|0|0|0|0|0|98.38709677419355|0|16.666666666666664|0|100|43.01075268817205|0|0|95.16129032258065|0.2688172043010753|0.5376344086021506|19.193548387096776
"Centro de Capacitación Cinematográfica, A.C."|"2020"|2.46|0|0|0|0|0.492|98.95833333333334|0|0|0|100|39.79166666666667|0|0|94.79166666666666|0|0.3472222222222222|19.02777777777778
"Centro de Capacitación Cinematográfica, A.C."|"2021"|1.06|0|0|0|0|0.21200000000000002|98.26388888888889|0|0|0|100|39.65277777777778|0|0|95.51724137931035|0.3448275862068966|1.3793103448275863|19.448275862068964
"Centro de Capacitación Cinematográfica, A.C."|"2022"|1.65|0|0|0|50|10.33|99.18032786885246|0|50|0|100|49.83606557377049|0|0|95.8904109589041|0|0.273972602739726|19.232876712328768
"Centro de Capacitación Cinematográfica, A.C."|"2023"|100|NA|NA|NA|NA|100|100|0|NA|NA|100|66.66666666666667|0|0|50|0|0|10
"Centro de Enseñanza Técnica Industrial"|"2017"|0|0|0|0|0|0|65.625|0|16.666666666666664|0|18.496419676426964|20.157617268618726|0|0|39.0625|0|34.375|14.6875
"Centro de Enseñanza Técnica Industrial"|"2018"|0|0|0|0|0|0|86.79245283018868|0|11.11111111111111|11.11111111111111|27.715450406414956|27.34602509176517|0|0|61.32075471698113|0.9433962264150944|8.49056603773585|14.150943396226415
"Centro de Enseñanza Técnica Industrial"|"2019"|0|0|0|0|0|0|78.80794701986756|0|8.333333333333332|8.333333333333332|47.15683166636408|28.52628907057966|0|0|60.264900662251655|0|17.880794701986755|15.629139072847682
"Centro de Enseñanza Técnica Industrial"|"2020"|0|0|0|0|0|0|85.27131782945736|0|20|60|51.22193526188683|43.29865061826884|0|0|70.4225352112676|0.7042253521126761|30.28169014084507|20.28169014084507
"Centro de Enseñanza Técnica Industrial"|"2021"|0|0|0|0|9.09|1.818|65.51724137931035|0|27.27272727272727|9.090909090909092|41.28489837488006|28.633155223565353|0|0|74.71264367816092|0|75.28735632183908|30
"Centro de Enseñanza Técnica Industrial"|"2022"|0|0|0|0|0|0|62.295081967213115|0|30|20|38.38042113879283|30.13510062120119|0|0|79.81651376146789|0|28.440366972477065|21.65137614678899
"Centro de Enseñanza Técnica Industrial"|"2023"|100|0|0|0|100|40|90|0|100|0|100|58|0|0|90|0|0|18
"Centro de Ingeniería y Desarrollo Industrial"|"2017"|100|0|0|0|0|20|14.285714285714285|0|16.666666666666664|0|0.055135906298525605|6.201503371735894|0|0|42.857142857142854|0|0|8.571428571428571
"Centro de Ingeniería y Desarrollo Industrial"|"2018"|NA|0|0|0|0|0|0|NA|0|0|20.992323866805542|5.2480809667013855|0|0|45.45454545454545|0|18.181818181818183|12.727272727272728
"Centro de Ingeniería y Desarrollo Industrial"|"2019"|NA|0|0|0|6.67|1.6675|0|NA|20|0|5.953405953210311|6.488351488302578|0|0|73.33333333333333|0|0|14.666666666666666
"Centro de Ingeniería y Desarrollo Industrial"|"2020"|NA|0|0|0|0|0|0|NA|33.33333333333333|22.22222222222222|0|13.888888888888888|0|0|40|0|20|12
"Centro de Ingeniería y Desarrollo Industrial"|"2021"|0|0|0|0|0|0|42.857142857142854|0|0|0|10.428554728453555|10.657139517119282|0|0|62.5|0|68.75|26.25
"Centro de Ingeniería y Desarrollo Industrial"|"2022"|0|0|0|0|0|0|98.01980198019803|0|0|0|100|39.603960396039604|0|0|72.54901960784314|0|4.901960784313726|15.490196078431373
"Centro de Ingeniería y Desarrollo Industrial"|"2023"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|80.85106382978722|0|0|16.170212765957444
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2017"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|21.153846153846153|1.9230769230769231|0|4.615384615384615
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2018"|0|0|0|0|0|0|98.92008639308855|0|33.33333333333333|0|83.48106887693055|43.14689772067048|0|0|65.44276457883369|0.4319654427645789|0.8639308855291578|13.347732181425485
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2019"|0.43|0|0|0|0|0.086|95.83333333333334|0|40|0|60.41772560310482|39.25021178728763|0|0|60|0|5|13
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2020"|0|0|0|0|0|0|95.65217391304348|0|33.33333333333333|0|75.03175500044217|40.803452449363796|0|0|59.62732919254658|0.6211180124223602|1.2422360248447204|12.298136645962732
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2021"|2.08|0|0|0|0|0.41600000000000004|96.7741935483871|0|0|0|94.05105148516154|38.16504900670973|0|0|60.40816326530612|0|0.40816326530612246|12.16326530612245
"Centro de Investigaciones Biológicas del Noroeste, S.C."|"2022"|3.3|0|0|0|0|0.6599999999999999|94.64285714285714|0|12.5|0|85.58760775471956|38.546092979515336|0|0|71.62162162162163|0|0.9009009009009009|14.504504504504506
"Centro de Investigaciones en Óptica, A.C."|"2017"|NA|0|0|0|0|0|0|NA|0|0|0|0|0|0|100|0|0|20
"Centro de Investigaciones en Óptica, A.C."|"2018"|0|0|0|0|25|5|38.46153846153847|0|0|0|67.7467230948937|21.241652311286433|0|0|88.53503184713377|19.10828025477707|70.70063694267516|35.6687898089172
"Centro de Investigaciones en Óptica, A.C."|"2019"|0|0|0|0|25|5|80|0|0|25|73.16955795146346|35.63391159029269|0|0|75|3|24|20.4
"Centro de Investigaciones en Óptica, A.C."|"2020"|0|0|0|0|0|0|93.33333333333333|0|50|100|84.69325342987484|65.60531735264163|0|0|58.666666666666664|0|8|13.333333333333332
"Centro de Investigaciones en Óptica, A.C."|"2021"|2.08|0|0|0|0|0.41600000000000004|75|0|0|66.66666666666666|69.62115050377339|42.25756343408801|0|0|67.6923076923077|1.5384615384615385|27.692307692307693|19.384615384615383
"Centro de Investigaciones en Óptica, A.C."|"2022"|2.56|0|0|0|0|0.512|79.59183673469387|0|0|0|68.18692583546007|29.555752514030793|0|0|52.94117647058824|5.88235294117647|21.568627450980394|16.07843137254902
"Centro de Investigaciones en Óptica, A.C."|"2023"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|100|0|0|20
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2017"|0|0|0|0|0|0|43.75|0|33.33333333333333|16.666666666666664|21.805744848462354|23.111148969692472|6.25|0|43.75|0|31.25|16.25
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2018"|0|0|0|0|0|0|78.94736842105263|0|0|0|74.02936952262826|30.59534758873618|0|0|80|1.0526315789473684|21.052631578947366|20.42105263157895
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2019"|0.62|0|0|0|0|0.124|96.96969696969697|0|66.66666666666666|33.33333333333333|87.20555871069988|56.83505113607937|1.8181818181818181|0|87.87878787878788|0.6060606060606061|1.8181818181818181|18.424242424242426
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2020"|0|0|0|0|25|5|96.12403100775194|0|50|50|44.45504015844575|48.11581423323953|0.7751937984496124|0|84.49612403100775|0.7751937984496124|1.550387596899225|17.519379844961243
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2021"|0|0|0|0|0|0|94.11764705882352|0|33.33333333333333|33.33333333333333|64.19487363913753|44.995837472925544|0.8620689655172413|0|77.58620689655173|0|1.7241379310344827|16.03448275862069
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2022"|1.52|0|0|0|0|0.304|85.16129032258064|0|0|50|80.89429630268705|43.211117325053536|0.7299270072992701|0|86.13138686131386|0.7299270072992701|2.9197080291970803|18.102189781021895
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"2023"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|100|0|0|20
"Centro de Investigación Científica de Yucatán, A.C."|"2017"|NA|0|0|0|0|0|0|NA|33.33333333333333|66.66666666666666|0|24.999999999999996|0|0|0|0|0|0
"Centro de Investigación Científica de Yucatán, A.C."|"2018"|0|0|0|0|0|0|96.93486590038314|0|12.5|12.5|39.00629982738813|32.18823314555426|0|0.7662835249042145|48.275862068965516|0.7662835249042145|0|9.961685823754788
"Centro de Investigación Científica de Yucatán, A.C."|"2019"|1.48|0|0|0|12.5|2.7960000000000003|95.75471698113208|0|25|12.5|43.58814288496174|35.368571973218764|0|0|47.64150943396226|0|0.9433962264150944|9.716981132075471
"Centro de Investigación Científica de Yucatán, A.C."|"2020"|0|0|0|0|14.29|2.8579999999999997|96.53465346534654|0|14.285714285714285|0|65.3356751425544|35.23120857872304|0|0|46.03960396039604|0|0|9.207920792079209
"Centro de Investigación Científica de Yucatán, A.C."|"2021"|0.4|0|0|0|0|0.08|94.31818181818183|0|30|0|46.58730683424347|34.181097730485064|0|0|47.90874524714829|0.38022813688212925|2.6615969581749046|10.190114068441066
"Centro de Investigación Científica de Yucatán, A.C."|"2022"|0|0|0|0|0|0|93.79310344827586|0|0|0|90.76049734943949|36.91072015954307|0|0|48.201438848920866|0.7194244604316548|0|9.784172661870503
"Centro de Investigación Científica de Yucatán, A.C."|"2023"|14.29|NA|NA|NA|NA|14.29|100|0|NA|NA|100|66.66666666666667|0|0|57.14285714285714|0|0|11.428571428571427
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2017"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|100|0|0|20
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2018"|0|0|0|0|0|0|93.54838709677419|0|25|25|17.88876306609148|32.287430032573134|0|0.6451612903225806|84.51612903225806|0|5.806451612903226|18.193548387096776
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2019"|10.62|0|0|0|25|7.124|96.58119658119658|0|25|25|37.50826547566941|36.817892411373194|0|0|79.91452991452992|0|2.1367521367521367|16.410256410256412
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2020"|0|0|0|0|0|0|94.3298969072165|0|33.33333333333333|11.11111111111111|15.155182643443618|30.78590479902091|0|0|81.95876288659794|0|1.5463917525773196|16.701030927835053
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2021"|0|0|0|0|0|0|92.81437125748504|0|28.57142857142857|0|53.233016796002296|34.92376332498318|0|0|79.39393939393939|0|3.0303030303030303|16.484848484848484
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2022"|0|0|0|33.33|33.33|13.331999999999999|92.71523178807946|0|66.66666666666666|33.33333333333333|16.862116753241487|41.91546970826418|0|0|91.94630872483222|1.342281879194631|4.026845637583892|19.463087248322147
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2023"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|85.71428571428571|14.285714285714285|0|20
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2017"|0|0|0|0|0|0|91.07142857142857|0|100|20|100|62.21428571428571|0|0|53.57142857142857|1.7857142857142856|5.357142857142857|12.142857142857142
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2018"|0|0|0|0|0|0|95.50898203592814|0|42.857142857142854|21.428571428571427|91.92689760838847|50.344318786006184|0.2976190476190476|0|57.14285714285714|0|4.464285714285714|12.38095238095238
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2019"|0|0|0|0|23.53|4.706|95.07246376811594|0|52.94117647058824|0|90.7192294157434|47.74657393088951|0|0|56.195965417867434|1.1527377521613833|3.45821325648415|12.161383285302595
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2020"|0|0|0|0|0|0|95.98108747044918|0|7.6923076923076925|15.384615384615385|86.62516439778139|41.136634989030725|0|0|52.16535433070866|0.19685039370078738|35.039370078740156|17.48031496062992
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2021"|0|0|0|0|0|0|98.13559322033898|0|37.5|12.5|88.73078516709344|47.37327567748648|0|0|50.396196513470684|2.694136291600634|13.946117274167987|13.40729001584786
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2022"|0.59|0|0|0|0|0.118|96.56160458452722|0|25|0|100|44.31232091690545|0|0|74.35897435897436|0.5698005698005698|1.7094017094017095|15.32763532763533
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2023"|5.56|NA|NA|NA|NA|5.56|100|0|NA|NA|100|66.66666666666667|0|0|50|0|0|10
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2017"|0|0|0|0|0|0|50|0|0|100|75.60780391639908|45.12156078327981|0|0|30|0|60|18
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2018"|0|0|0|0|0|0|79.16666666666666|0|0|25|38.468609248623196|28.527055183057975|0|0|50|0|8.333333333333332|11.666666666666666
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2019"|0|0|0|0|0|0|75.60975609756098|0|0|100|19.927917187057094|39.10753465692362|0|0|70.73170731707317|0|17.073170731707318|17.5609756097561
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2020"|0|0|0|0|0|0|96.40287769784173|0|20|0|74.39283653928659|38.15914284742566|0|0|90.64748201438849|0|0|18.1294964028777
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2021"|0|0|0|0|0|0|94.5945945945946|0|20|0|69.14028381724178|36.74697568236728|0|0|95.45454545454545|0|0|19.09090909090909
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2022"|0|0|0|0|33.33|6.6659999999999995|69.04761904761905|0|33.33333333333333|0|88.86408356955145|38.24900719010077|0|0|85.48387096774194|3.225806451612903|3.225806451612903|18.387096774193548
"Centro de Investigación en Matemáticas, A.C."|"2017"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|0|0|0|0
"Centro de Investigación en Matemáticas, A.C."|"2018"|0|0|0|0|0|0|75.75757575757575|0|0|0|57.63454877150497|26.678424905816144|0|0|90.9090909090909|0|21.21212121212121|22.424242424242426
"Centro de Investigación en Matemáticas, A.C."|"2019"|0|0|0|0|0|0|98.59154929577466|0|0|0|96.38360573031167|38.995031005217264|0|0|87.32394366197182|0|0|17.464788732394364
"Centro de Investigación en Matemáticas, A.C."|"2020"|0|0|0|0|0|0|90.9090909090909|0|0|0|44.194337182051356|27.020685618228452|0|0|77.27272727272727|0|6.0606060606060606|16.666666666666664
"Centro de Investigación en Matemáticas, A.C."|"2021"|1.09|0|0|0|0|0.21800000000000003|90.19607843137256|0|0|0|50.611618558112895|28.161539397897094|0|0|87.37864077669903|0.9708737864077669|4.854368932038835|18.640776699029125
"Centro de Investigación en Matemáticas, A.C."|"2022"|2.17|0|0|0|0|0.434|90.19607843137256|0|14.285714285714285|0|69.18217562663729|34.732793668744826|0|0|86.27450980392157|0|5.88235294117647|18.431372549019606
"Centro de Investigación en Materiales Avanzados, S.C."|"2017"|NA|0|0|0|0|0|0|NA|0|0|0|0|0|0|0|0|0|0
"Centro de Investigación en Materiales Avanzados, S.C."|"2018"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|54.71698113207547|0|0|10.943396226415093
"Centro de Investigación en Materiales Avanzados, S.C."|"2019"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|68.85245901639344|1.639344262295082|0|14.098360655737704
"Centro de Investigación en Materiales Avanzados, S.C."|"2020"|0|0|0|0|0|0|96.27329192546584|0|0|0|88.20057895335368|36.89477417576391|0|0|69.32515337423312|0|5.521472392638037|14.969325153374232
"Centro de Investigación en Materiales Avanzados, S.C."|"2021"|0|0|0|0|0|0|94.21052631578948|0|0|0|86.97747560422098|36.23760038400209|0|0|60.86956521739131|0|2.1739130434782608|12.608695652173914
"Centro de Investigación en Materiales Avanzados, S.C."|"2022"|0|0|0|0|0|0|89.12280701754386|0|20|0|79.91547668517536|37.80765674054385|0|0|60.91954022988506|0|1.532567049808429|12.490421455938698
"Centro de Investigación en Química Aplicada"|"2017"|0|0|0|0|0|0|67.85714285714286|0|100|100|58.324753861131015|65.23637934365478|0|0|46.42857142857143|0|39.285714285714285|17.142857142857146
"Centro de Investigación en Química Aplicada"|"2018"|0|0|0|0|0|0|93.4090909090909|0|37.5|12.5|71.22123940360886|42.92606606253995|0|0.6818181818181818|63.63636363636363|0.9090909090909091|5.909090909090909|14.227272727272725
"Centro de Investigación en Química Aplicada"|"2019"|0|0|0|0|16.67|3.3340000000000005|87.91666666666667|0|25|41.66666666666667|52.558006082866186|41.428267883239904|0|1.25|62.916666666666664|0|9.583333333333334|14.75
"Centro de Investigación en Química Aplicada"|"2020"|0|0|0|0|9.09|1.818|89.41798941798942|0|27.27272727272727|63.63636363636363|71.46227659397655|50.35787138421138|0|0|52.604166666666664|0|10.416666666666668|12.604166666666666
"Centro de Investigación en Química Aplicada"|"2021"|0.62|0|0|0|0|0.124|89.3854748603352|0|33.33333333333333|22.22222222222222|80.80520577318437|45.149247237815025|0|0|68.44444444444444|0.4444444444444444|13.333333333333334|16.444444444444443
"Centro de Investigación en Química Aplicada"|"2022"|0|0|0|0|14.29|2.8579999999999997|76|0|14.285714285714285|85.71428571428571|68.15305100476368|48.830610200952734|0|0.6802721088435374|65.3061224489796|2.0408163265306123|18.367346938775512|17.27891156462585
"Centro de Investigación en Química Aplicada"|"2023"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|75|0|0|15
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2017"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|0|0|0|0
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2018"|0|0|0|0|0|0|90|0|60|0|70.29634855463827|44.05926971092765|0|0|44.285714285714285|0|5.714285714285714|10
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2019"|0|0|0|0|0|0|89.77272727272727|0|0|22.22222222222222|34.45095892193501|29.2891816833769|0|0|50|1.1363636363636365|0|10.227272727272727
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2020"|0|0|0|0|0|0|92.78350515463917|0|16.666666666666664|0|34.03989744400919|28.698013853063003|0|0|46.464646464646464|0|6.0606060606060606|10.505050505050505
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2021"|0|0|0|0|20|4|93.85964912280701|0|20|0|32.06525998476147|29.184981821513695|0|0|37.719298245614034|0|3.508771929824561|8.24561403508772
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2022"|0.97|0|0|0|0|0.194|91.1504424778761|0|28.57142857142857|14.285714285714285|61.87244315573294|39.17600569815038|0|0|38.05309734513274|3.5398230088495577|4.424778761061947|9.20353982300885
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2023"|100|NA|NA|NA|NA|100|100|0|NA|NA|100|66.66666666666667|0|0|100|0|0|20
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2017"|0|0|0|0|0|0|9.090909090909092|0|42.857142857142854|0|0.27707082452759757|10.445024554515909|0|0|36.36363636363637|0|45.45454545454545|16.363636363636363
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2018"|0.43|0|0|0|0|0.086|98.32635983263597|0|0|0|93.11132213213604|38.28753639295441|0|0|72.80334728033473|2.510460251046025|0|15.062761506276152
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2019"|0|0|0|0|0|0|92.81767955801105|0|25|37.5|56.01717927199294|42.26697176600079|0|0|61.904761904761905|2.1164021164021163|8.465608465608465|14.497354497354497
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2020"|0|0|0|0|8.33|1.666|35|0|8.333333333333332|41.66666666666667|40.89948132849919|25.17989626569984|0|0|50|6.666666666666667|53.333333333333336|22
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2021"|0.86|0|0|0|9.09|1.9899999999999998|86.56716417910447|0|9.090909090909092|72.72727272727273|80.8055377759378|49.83817675464481|0|0|47.368421052631575|0|8.270676691729323|11.127819548872179
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2022"|4.17|0|0|0|11.11|3.056|65.75342465753424|0|11.11111111111111|55.55555555555556|75.74889637091185|41.63379753902255|0|0|54.794520547945204|19.17808219178082|31.506849315068493|21.095890410958905
"Centro de Investigación y Docencia Económicas, A.C."|"2017"|0|0|0|0|0|0|47.82608695652174|0|0|25|32.94333765328727|21.153884921961804|0|0|65.21739130434783|0|47.82608695652174|22.608695652173914
"Centro de Investigación y Docencia Económicas, A.C."|"2018"|1.61|0|0|0|0|0.322|63.26530612244898|0|26.31578947368421|0|56.67641824974247|29.25150276917513|0|0|67.3469387755102|0|24.489795918367346|18.36734693877551
"Centro de Investigación y Docencia Económicas, A.C."|"2019"|0|0|0|0|0|0|55.371900826446286|0|15.384615384615385|7.6923076923076925|64.73940969504154|28.63764671968218|0|0|57.02479338842975|0.8264462809917356|34.710743801652896|18.51239669421488
"Centro de Investigación y Docencia Económicas, A.C."|"2020"|0|0|0|0|0|0|76.27118644067797|0|12.5|12.5|83.60648438940504|36.9755341660166|0|0|50.847457627118644|0|16.94915254237288|13.559322033898303
"Centro de Investigación y Docencia Económicas, A.C."|"2021"|0|0|0|0|0|0|65.28925619834712|0|37.03703703703704|11.11111111111111|47.56552104288799|32.20058507787665|0|0|50.42016806722689|0.8403361344537815|17.647058823529413|13.781512605042016
"Centro de Investigación y Docencia Económicas, A.C."|"2022"|4|0|0|0|0|0.8|63.29113924050633|0|11.76470588235294|0|100|35.011169024571856|0|0|48.717948717948715|2.564102564102564|23.076923076923077|14.87179487179487
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2016"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|100|0|0|20
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2017"|14.94|0|0|0|0|2.988|96.66666666666667|0|66.66666666666666|0|91.60206120222216|50.9870789071111|0|0|54.44444444444444|1.1111111111111112|2.2222222222222223|11.555555555555555
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2018"|0.1|0|0|1.67|11.67|2.6879999999999997|93.99327246516098|0|13.333333333333334|20|83.02527669882228|42.07037649946332|0|0.047961630695443645|68.34532374100719|0.815347721822542|5.515587529976019|14.94484412470024
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2019"|0.28|0|0|1.79|12.5|2.914|94.9367088607595|0|26.785714285714285|7.142857142857142|64.40656020977599|38.65436809982138|0|0|64.71371504660452|0.3328894806924101|5.359520639147803|14.081225033288948
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2020"|0|0|0|2.86|20|4.572|96.4458804523425|0|14.285714285714285|5.714285714285714|71.75902802866327|37.64098169620115|0.05319148936170213|0|68.72340425531915|0.7446808510638299|5.425531914893617|14.989361702127662
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2021"|0.54|0|0|0|10|2.1079999999999997|95.99655617735687|0|17.5|17.5|69.81608259149806|40.16252775377099|0|0|67.44086021505376|0.5591397849462365|3.612903225806452|14.32258064516129
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2022"|1.28|0|0|0|11.76|2.6079999999999997|95.00699953336445|0|32.35294117647059|17.647058823529413|90.92642266044881|47.186684438762654|0|0.047393364928909956|70.521327014218|0.5213270142180095|2.6066350710900474|14.739336492890994
"Centros de Integración Juvenil, A.C."|"2017"|0|NA|NA|NA|NA|0|100|0|NA|NA|100|66.66666666666667|0|0|60|0|0|12
"Centros de Integración Juvenil, A.C."|"2018"|2.27|0|0|0|0|0.454|39.63963963963964|0|16.666666666666664|41.66666666666667|71.66220970304423|33.92703653520344|0|0|79.60000000000001|4.8|65.60000000000001|30.000000000000007
"Centros de Integración Juvenil, A.C."|"2019"|0|0|0|0|0|0|63.594470046082954|0|10|30|89.45697547009357|38.6102891032353|0|0|51.320754716981135|6.415094339622642|47.924528301886795|21.132075471698116
"Centros de Integración Juvenil, A.C."|"2020"|0|0|0|0|0|0|65.85365853658537|0|25|37.5|85.3130428537398|42.73334027806503|0|0|56.934306569343065|6.569343065693431|39.416058394160586|20.583941605839417
"Centros de Integración Juvenil, A.C."|"2021"|2.53|0|0|0|0|0.506|75.96153846153845|0|0|22.22222222222222|66.6322944277289|32.96321102229791|0|0|34.285714285714285|0.9523809523809524|18.095238095238095|10.666666666666666
