"name"|"anio"|"n_prov"
"Centro de Investigación y Docencia Económicas, A.C."|"2018"|78
"Centro de Investigación y Docencia Económicas, A.C."|"2019"|95
"Centro de Investigación y Docencia Económicas, A.C."|"2020"|47
"Centro de Investigación y Docencia Económicas, A.C."|"2021"|100
"Centro de Investigación y Docencia Económicas, A.C."|"2022"|61
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2016"|1
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2017"|74
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2018"|1155
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2019"|1306
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2020"|901
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2021"|950
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"|"2022"|926
"Centros de Integración Juvenil, A.C."|"2017"|5
"Centros de Integración Juvenil, A.C."|"2018"|120
"Centros de Integración Juvenil, A.C."|"2019"|82
"Centros de Integración Juvenil, A.C."|"2020"|77
"Centros de Integración Juvenil, A.C."|"2021"|68
"Centros de Integración Juvenil, A.C."|"2022"|63
"Centros de Integración Juvenil, A.C."|"2023"|1
"Colegio Nacional de Educación Profesional Técnica"|"2017"|18
"Colegio Nacional de Educación Profesional Técnica"|"2018"|85
"Colegio Nacional de Educación Profesional Técnica"|"2019"|84
"Colegio Nacional de Educación Profesional Técnica"|"2020"|36
"Colegio Nacional de Educación Profesional Técnica"|"2021"|85
"Colegio Nacional de Educación Profesional Técnica"|"2022"|62
"Colegio Superior Agropecuario del Estado de Guerrero"|"2017"|7
"Colegio Superior Agropecuario del Estado de Guerrero"|"2018"|32
"Colegio Superior Agropecuario del Estado de Guerrero"|"2019"|31
"Colegio Superior Agropecuario del Estado de Guerrero"|"2020"|13
"Colegio Superior Agropecuario del Estado de Guerrero"|"2021"|53
"Colegio Superior Agropecuario del Estado de Guerrero"|"2022"|53
"Colegio de Bachilleres"|"2017"|22
"Colegio de Bachilleres"|"2018"|121
"Colegio de Bachilleres"|"2019"|81
"Colegio de Bachilleres"|"2020"|58
"Colegio de Bachilleres"|"2021"|64
"Colegio de Bachilleres"|"2022"|62
"Colegio de Postgraduados"|"2017"|15
"Colegio de Postgraduados"|"2018"|790
"Colegio de Postgraduados"|"2019"|637
"Colegio de Postgraduados"|"2020"|470
"Colegio de Postgraduados"|"2021"|478
"Colegio de Postgraduados"|"2022"|185
"Comisión Ejecutiva de Atención a Víctimas"|"2017"|7
"Comisión Ejecutiva de Atención a Víctimas"|"2018"|27
"Comisión Ejecutiva de Atención a Víctimas"|"2019"|49
"Comisión Ejecutiva de Atención a Víctimas"|"2020"|13
"Comisión Ejecutiva de Atención a Víctimas"|"2021"|16
"Comisión Ejecutiva de Atención a Víctimas"|"2022"|21
"Comisión Federal de Competencia Económica"|"2017"|51
"Comisión Federal de Competencia Económica"|"2018"|178
"Comisión Federal de Competencia Económica"|"2019"|185
"Comisión Federal de Competencia Económica"|"2020"|123
"Comisión Federal de Competencia Económica"|"2021"|90
"Comisión Federal de Competencia Económica"|"2022"|114
"Comisión Federal de Competencia Económica"|"2023"|22
"Comisión Federal de Electricidad"|"2017"|212
"Comisión Federal de Electricidad"|"2018"|2
"Comisión Federal de Electricidad"|"2019"|1
"Comisión Federal para la Protección contra Riesgos Sanitarios"|"2017"|10
"Comisión Federal para la Protección contra Riesgos Sanitarios"|"2018"|53
"Comisión Federal para la Protección contra Riesgos Sanitarios"|"2019"|50
"Comisión Federal para la Protección contra Riesgos Sanitarios"|"2020"|86
"Comisión Federal para la Protección contra Riesgos Sanitarios"|"2021"|43
"Comisión Federal para la Protección contra Riesgos Sanitarios"|"2022"|74
"Comisión Nacional Bancaria y de Valores"|"2017"|233
"Comisión Nacional Bancaria y de Valores"|"2018"|93
"Comisión Nacional Bancaria y de Valores"|"2019"|78
"Comisión Nacional Bancaria y de Valores"|"2020"|50
"Comisión Nacional Bancaria y de Valores"|"2021"|60
"Comisión Nacional Bancaria y de Valores"|"2022"|48
"Comisión Nacional Bancaria y de Valores"|"2023"|2
"Comisión Nacional Forestal"|"2016"|1
"Comisión Nacional Forestal"|"2017"|61
"Comisión Nacional Forestal"|"2018"|820
"Comisión Nacional Forestal"|"2019"|915
"Comisión Nacional Forestal"|"2020"|400
"Comisión Nacional Forestal"|"2021"|441
"Comisión Nacional Forestal"|"2022"|144
"Comisión Nacional contra las Adicciones"|"2018"|15
"Comisión Nacional contra las Adicciones"|"2019"|30
"Comisión Nacional contra las Adicciones"|"2020"|19
"Comisión Nacional contra las Adicciones"|"2021"|10
"Comisión Nacional contra las Adicciones"|"2022"|10
"Comisión Nacional de Acuacultura y Pesca"|"2017"|12
"Comisión Nacional de Acuacultura y Pesca"|"2018"|154
"Comisión Nacional de Acuacultura y Pesca"|"2019"|133
"Comisión Nacional de Acuacultura y Pesca"|"2020"|94
"Comisión Nacional de Acuacultura y Pesca"|"2021"|65
"Comisión Nacional de Acuacultura y Pesca"|"2022"|48
"Comisión Nacional de Arbitraje Médico"|"2018"|18
"Comisión Nacional de Arbitraje Médico"|"2019"|14
"Comisión Nacional de Arbitraje Médico"|"2020"|2
"Comisión Nacional de Arbitraje Médico"|"2021"|1
"Comisión Nacional de Arbitraje Médico"|"2022"|1
"Comisión Nacional de Bioética"|"2018"|6
"Comisión Nacional de Bioética"|"2019"|12
"Comisión Nacional de Bioética"|"2020"|5
"Comisión Nacional de Bioética"|"2021"|1
"Comisión Nacional de Bioética"|"2022"|4
"Comisión Nacional de Cultura Física y Deporte"|"2017"|23
"Comisión Nacional de Cultura Física y Deporte"|"2018"|131
"Comisión Nacional de Cultura Física y Deporte"|"2019"|635
"Comisión Nacional de Cultura Física y Deporte"|"2020"|338
"Comisión Nacional de Cultura Física y Deporte"|"2021"|219
"Comisión Nacional de Cultura Física y Deporte"|"2022"|57
"Comisión Nacional de Cultura Física y Deporte"|"2023"|2
"Comisión Nacional de Hidrocarburos"|"2017"|11
"Comisión Nacional de Hidrocarburos"|"2018"|16
"Comisión Nacional de Hidrocarburos"|"2019"|10
"Comisión Nacional de Hidrocarburos"|"2020"|9
"Comisión Nacional de Hidrocarburos"|"2021"|15
"Comisión Nacional de Hidrocarburos"|"2022"|25
"Comisión Nacional de Libros de Texto Gratuitos"|"2017"|58
"Comisión Nacional de Libros de Texto Gratuitos"|"2018"|304
"Comisión Nacional de Libros de Texto Gratuitos"|"2019"|225
"Comisión Nacional de Libros de Texto Gratuitos"|"2020"|195
"Comisión Nacional de Libros de Texto Gratuitos"|"2021"|167
"Comisión Nacional de Libros de Texto Gratuitos"|"2022"|175
"Comisión Nacional de Libros de Texto Gratuitos"|"2023"|36
"Comisión Nacional de Mejora Regulatoria"|"2018"|12
"Comisión Nacional de Mejora Regulatoria"|"2019"|7
"Comisión Nacional de Mejora Regulatoria"|"2020"|2
"Comisión Nacional de Mejora Regulatoria"|"2021"|1
"Comisión Nacional de Mejora Regulatoria"|"2022"|2
"Comisión Nacional de Seguridad Nuclear y Salvaguardias"|"2017"|6
"Comisión Nacional de Seguridad Nuclear y Salvaguardias"|"2018"|50
"Comisión Nacional de Seguridad Nuclear y Salvaguardias"|"2019"|68
"Comisión Nacional de Seguridad Nuclear y Salvaguardias"|"2020"|55
"Comisión Nacional de Seguridad Nuclear y Salvaguardias"|"2021"|52
"Comisión Nacional de Seguridad Nuclear y Salvaguardias"|"2022"|57
"Comisión Nacional de Seguros y Fianzas"|"2017"|15
"Comisión Nacional de Seguros y Fianzas"|"2018"|70
"Comisión Nacional de Seguros y Fianzas"|"2019"|68
"Comisión Nacional de Seguros y Fianzas"|"2020"|52
"Comisión Nacional de Seguros y Fianzas"|"2021"|66
"Comisión Nacional de Seguros y Fianzas"|"2022"|53
"Comisión Nacional de Vivienda"|"2017"|7
"Comisión Nacional de Vivienda"|"2018"|28
"Comisión Nacional de Vivienda"|"2019"|32
"Comisión Nacional de Vivienda"|"2020"|28
"Comisión Nacional de Vivienda"|"2021"|19
"Comisión Nacional de Vivienda"|"2022"|20
"Comisión Nacional de las Zonas Áridas"|"2017"|10
"Comisión Nacional de las Zonas Áridas"|"2018"|128
"Comisión Nacional de las Zonas Áridas"|"2019"|19
"Comisión Nacional de las Zonas Áridas"|"2020"|10
"Comisión Nacional de las Zonas Áridas"|"2021"|9
"Comisión Nacional de las Zonas Áridas"|"2022"|6
"Comisión Nacional de los Salarios Mínimos"|"2017"|1
"Comisión Nacional de los Salarios Mínimos"|"2018"|15
"Comisión Nacional de los Salarios Mínimos"|"2019"|14
"Comisión Nacional de los Salarios Mínimos"|"2020"|8
"Comisión Nacional de los Salarios Mínimos"|"2021"|8
"Comisión Nacional de los Salarios Mínimos"|"2022"|8
"Comisión Nacional de Áreas Naturales Protegidas"|"2017"|19
"Comisión Nacional de Áreas Naturales Protegidas"|"2018"|114
"Comisión Nacional de Áreas Naturales Protegidas"|"2019"|130
"Comisión Nacional de Áreas Naturales Protegidas"|"2020"|69
"Comisión Nacional de Áreas Naturales Protegidas"|"2021"|105
"Comisión Nacional de Áreas Naturales Protegidas"|"2022"|99
"Comisión Nacional del Agua"|"2016"|1
"Comisión Nacional del Agua"|"2017"|120
"Comisión Nacional del Agua"|"2018"|1346
"Comisión Nacional del Agua"|"2019"|906
"Comisión Nacional del Agua"|"2020"|598
"Comisión Nacional del Agua"|"2021"|728
"Comisión Nacional del Agua"|"2022"|728
"Comisión Nacional del Agua"|"2023"|2
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2017"|23
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2018"|84
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2019"|74
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2020"|46
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2021"|70
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2022"|57
"Comisión Nacional del Sistema de Ahorro para el Retiro"|"2023"|1
"Comisión Nacional para el Uso Eficiente de la Energía"|"2017"|2
"Comisión Nacional para el Uso Eficiente de la Energía"|"2018"|37
"Comisión Nacional para el Uso Eficiente de la Energía"|"2019"|22
"Comisión Nacional para el Uso Eficiente de la Energía"|"2020"|10
"Comisión Nacional para el Uso Eficiente de la Energía"|"2021"|10
"Comisión Nacional para el Uso Eficiente de la Energía"|"2022"|11
"Comisión Nacional para la Mejora Continua de la Educación"|"2017"|14
"Comisión Nacional para la Mejora Continua de la Educación"|"2018"|31
"Comisión Nacional para la Mejora Continua de la Educación"|"2019"|7
"Comisión Nacional para la Mejora Continua de la Educación"|"2020"|27
"Comisión Nacional para la Mejora Continua de la Educación"|"2021"|50
"Comisión Nacional para la Mejora Continua de la Educación"|"2022"|50
"Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"|"2017"|49
"Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"|"2018"|55
"Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"|"2019"|147
"Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"|"2020"|124
"Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"|"2021"|99
"Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"|"2022"|53
"Comisión Reguladora de Energía"|"2016"|1
"Comisión Reguladora de Energía"|"2017"|4
"Comisión Reguladora de Energía"|"2018"|43
"Comisión Reguladora de Energía"|"2019"|21
"Comisión Reguladora de Energía"|"2020"|16
"Comisión Reguladora de Energía"|"2021"|23
"Comisión Reguladora de Energía"|"2022"|26
"Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional"|"2017"|18
"Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional"|"2018"|75
"Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional"|"2019"|97
"Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional"|"2020"|28
"Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional"|"2021"|36
"Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional"|"2022"|27
"Comité Nacional Mixto de Protección al Salario"|"2018"|23
"Comité Nacional Mixto de Protección al Salario"|"2019"|13
"Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar"|"2017"|1
"Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar"|"2018"|14
"Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar"|"2019"|14
"Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar"|"2020"|12
"Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar"|"2021"|28
"Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar"|"2022"|29
"Compañía Mexicana de Exploraciones, S.A. de C.V."|"2017"|5
"Compañía Mexicana de Exploraciones, S.A. de C.V."|"2018"|51
"Compañía Mexicana de Exploraciones, S.A. de C.V."|"2019"|27
"Compañía Mexicana de Exploraciones, S.A. de C.V."|"2020"|35
"Compañía Mexicana de Exploraciones, S.A. de C.V."|"2021"|137
"Compañía Mexicana de Exploraciones, S.A. de C.V."|"2022"|66
"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V."|"2017"|13
"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V."|"2018"|305
"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V."|"2019"|343
"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V."|"2020"|245
"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V."|"2021"|156
"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V."|"2022"|203
"Consejería Jurídica del Ejecutivo Federal"|"2017"|4
"Consejería Jurídica del Ejecutivo Federal"|"2018"|13
"Consejería Jurídica del Ejecutivo Federal"|"2019"|34
"Consejería Jurídica del Ejecutivo Federal"|"2020"|19
"Consejería Jurídica del Ejecutivo Federal"|"2021"|20
"Consejería Jurídica del Ejecutivo Federal"|"2022"|14
"Consejería Jurídica del Ejecutivo Federal"|"2023"|1
"Consejo Nacional de Ciencia y Tecnología"|"2017"|23
"Consejo Nacional de Ciencia y Tecnología"|"2018"|60
"Consejo Nacional de Ciencia y Tecnología"|"2019"|42
"Consejo Nacional de Ciencia y Tecnología"|"2020"|20
"Consejo Nacional de Ciencia y Tecnología"|"2021"|42
"Consejo Nacional de Ciencia y Tecnología"|"2022"|45
"Consejo Nacional de Evaluación de la Política de Desarrollo Social"|"2017"|25
"Consejo Nacional de Evaluación de la Política de Desarrollo Social"|"2018"|72
"Consejo Nacional de Evaluación de la Política de Desarrollo Social"|"2019"|61
"Consejo Nacional de Evaluación de la Política de Desarrollo Social"|"2020"|34
"Consejo Nacional de Evaluación de la Política de Desarrollo Social"|"2021"|49
"Consejo Nacional de Evaluación de la Política de Desarrollo Social"|"2022"|44
"Consejo Nacional de Fomento Educativo"|"2017"|55
"Consejo Nacional de Fomento Educativo"|"2018"|305
"Consejo Nacional de Fomento Educativo"|"2019"|121
"Consejo Nacional de Fomento Educativo"|"2020"|32
"Consejo Nacional de Fomento Educativo"|"2021"|17
"Consejo Nacional de Fomento Educativo"|"2022"|210
"Consejo Nacional de Fomento Educativo"|"2023"|2
"Consejo Nacional para Prevenir la Discriminación"|"2016"|1
"Consejo Nacional para Prevenir la Discriminación"|"2017"|4
"Consejo Nacional para Prevenir la Discriminación"|"2018"|191
"Consejo Nacional para Prevenir la Discriminación"|"2019"|192
"Consejo Nacional para Prevenir la Discriminación"|"2020"|158
"Consejo Nacional para Prevenir la Discriminación"|"2021"|176
"Consejo Nacional para Prevenir la Discriminación"|"2022"|27
"Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad"|"2017"|4
"Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad"|"2018"|21
"Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad"|"2023"|10
"Consejo de Promoción Turística de México, S.A. de C.V."|"2016"|1
"Consejo de Promoción Turística de México, S.A. de C.V."|"2017"|10
"Consejo de Promoción Turística de México, S.A. de C.V."|"2018"|49
"Consejo de Promoción Turística de México, S.A. de C.V."|"2019"|25
"Consejo de Promoción Turística de México, S.A. de C.V."|"2021"|2
"Coordinación General @prende.mx"|"2018"|15
"Coordinación General @prende.mx"|"2019"|2
"Coordinación Nacional de Becas para el Bienestar Benito Juárez"|"2017"|11
"Coordinación Nacional de Becas para el Bienestar Benito Juárez"|"2018"|239
"Coordinación Nacional de Becas para el Bienestar Benito Juárez"|"2019"|163
"Coordinación Nacional de Becas para el Bienestar Benito Juárez"|"2020"|111
"Coordinación Nacional de Becas para el Bienestar Benito Juárez"|"2021"|93
"Coordinación Nacional de Becas para el Bienestar Benito Juárez"|"2022"|101
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2017"|26
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2018"|179
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2019"|111
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2020"|105
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2021"|105
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2022"|82
"Corporación Mexicana de Investigación en Materiales, S.A. de C.V."|"2023"|1
"Corredor Interoceánico del Istmo de Tehuantepec"|"2020"|16
"Corredor Interoceánico del Istmo de Tehuantepec"|"2021"|17
"Corredor Interoceánico del Istmo de Tehuantepec"|"2022"|19
"Diconsa, S.A. de C.V."|"2016"|1
"Diconsa, S.A. de C.V."|"2017"|226
"Diconsa, S.A. de C.V."|"2018"|728
"Diconsa, S.A. de C.V."|"2019"|827
"Diconsa, S.A. de C.V."|"2020"|590
"Diconsa, S.A. de C.V."|"2021"|545
"Diconsa, S.A. de C.V."|"2022"|443
"Diconsa, S.A. de C.V."|"2023"|91
"Educal, S.A. de C.V."|"2017"|5
"Educal, S.A. de C.V."|"2018"|77
"Educal, S.A. de C.V."|"2019"|41
"Educal, S.A. de C.V."|"2020"|23
"Educal, S.A. de C.V."|"2021"|9
"Educal, S.A. de C.V."|"2022"|15
"El Colegio de Michoacán, A.C."|"2017"|4
"El Colegio de Michoacán, A.C."|"2018"|126
"El Colegio de Michoacán, A.C."|"2019"|121
"El Colegio de Michoacán, A.C."|"2020"|100
"El Colegio de Michoacán, A.C."|"2021"|104
"El Colegio de Michoacán, A.C."|"2022"|96
"El Colegio de Michoacán, A.C."|"2023"|2
"El Colegio de San Luis, A.C."|"2017"|2
"El Colegio de San Luis, A.C."|"2018"|34
"El Colegio de San Luis, A.C."|"2019"|41
"El Colegio de San Luis, A.C."|"2020"|18
"El Colegio de San Luis, A.C."|"2021"|23
"El Colegio de San Luis, A.C."|"2022"|17
"El Colegio de la Frontera Norte, A.C."|"2017"|15
"El Colegio de la Frontera Norte, A.C."|"2018"|177
"El Colegio de la Frontera Norte, A.C."|"2019"|176
"El Colegio de la Frontera Norte, A.C."|"2020"|107
"El Colegio de la Frontera Norte, A.C."|"2021"|134
"El Colegio de la Frontera Norte, A.C."|"2022"|151
"El Colegio de la Frontera Sur"|"2017"|23
"El Colegio de la Frontera Sur"|"2018"|118
"El Colegio de la Frontera Sur"|"2019"|165
"El Colegio de la Frontera Sur"|"2020"|106
"El Colegio de la Frontera Sur"|"2021"|152
"El Colegio de la Frontera Sur"|"2022"|116
"Estudios Churubusco Azteca, S.A."|"2017"|6
"Estudios Churubusco Azteca, S.A."|"2018"|157
"Estudios Churubusco Azteca, S.A."|"2019"|132
"Estudios Churubusco Azteca, S.A."|"2020"|125
"Estudios Churubusco Azteca, S.A."|"2021"|100
"Estudios Churubusco Azteca, S.A."|"2022"|97
"Estudios Churubusco Azteca, S.A."|"2023"|22
"Exportadora de Sal, S.A. de C.V."|"2017"|5
"Exportadora de Sal, S.A. de C.V."|"2018"|190
"Exportadora de Sal, S.A. de C.V."|"2019"|269
"Exportadora de Sal, S.A. de C.V."|"2020"|244
"Exportadora de Sal, S.A. de C.V."|"2021"|198
"Exportadora de Sal, S.A. de C.V."|"2022"|244
"Exportadora de Sal, S.A. de C.V."|"2023"|6
"FONATUR Infraestructura, S.A. de C.V."|"2018"|289
"FONATUR Infraestructura, S.A. de C.V."|"2019"|328
"FONATUR Infraestructura, S.A. de C.V."|"2020"|231
"FONATUR Infraestructura, S.A. de C.V."|"2021"|245
"FONATUR Infraestructura, S.A. de C.V."|"2022"|187
"FONATUR Infraestructura, S.A. de C.V."|"2023"|2
"FONATUR Tren Maya, S.A. de C.V."|"2017"|29
"FONATUR Tren Maya, S.A. de C.V."|"2018"|76
"FONATUR Tren Maya, S.A. de C.V."|"2019"|117
"FONATUR Tren Maya, S.A. de C.V."|"2020"|129
"FONATUR Tren Maya, S.A. de C.V."|"2021"|133
"FONATUR Tren Maya, S.A. de C.V."|"2022"|62
"FONATUR Tren Maya, S.A. de C.V."|"2023"|4
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2017"|13
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2018"|43
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2019"|65
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2020"|18
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2021"|35
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2022"|29
"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V."|"2023"|1
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2017"|40
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2018"|64
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2019"|20
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2020"|16
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2021"|18
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2022"|15
"Fideicomiso Fondo Nacional de Fomento Ejidal"|"2023"|1
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2016"|1
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2017"|8
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2018"|37
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2019"|27
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2020"|22
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2021"|36
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2022"|40
"Fideicomiso Fondo Nacional de Habitaciones Populares"|"2023"|2
"Fideicomiso de Fomento Minero"|"2017"|13
"Fideicomiso de Fomento Minero"|"2018"|80
"Fideicomiso de Fomento Minero"|"2019"|97
"Fideicomiso de Fomento Minero"|"2020"|41
"Fideicomiso de Fomento Minero"|"2021"|54
"Fideicomiso de Fomento Minero"|"2022"|56
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2017"|4
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2018"|67
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2019"|66
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2020"|44
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2021"|179
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2022"|341
"Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional"|"2023"|1
"Fideicomiso de Riesgo Compartido"|"2017"|25
"Fideicomiso de Riesgo Compartido"|"2018"|49
"Fideicomiso de Riesgo Compartido"|"2019"|82
"Fideicomiso de Riesgo Compartido"|"2020"|37
"Fideicomiso de Riesgo Compartido"|"2021"|50
"Fideicomiso de Riesgo Compartido"|"2022"|49
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2017"|4
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2018"|46
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2019"|31
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2020"|28
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2021"|37
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2022"|33
"Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral"|"2023"|1
"Fideicomiso para la Cineteca Nacional"|"2017"|4
"Fideicomiso para la Cineteca Nacional"|"2018"|132
"Fideicomiso para la Cineteca Nacional"|"2019"|197
"Fideicomiso para la Cineteca Nacional"|"2020"|190
"Fideicomiso para la Cineteca Nacional"|"2021"|159
"Fideicomiso para la Cineteca Nacional"|"2022"|196
"Fideicomiso para la Cineteca Nacional"|"2023"|1
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2017"|25
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2018"|106
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2019"|115
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2020"|51
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2021"|68
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2022"|59
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2023"|1
"Financiera para el Bienestar"|"2022"|4
"Financiera para el Bienestar"|"2023"|4
"Fiscalía General de la República"|"2017"|68
"Fiscalía General de la República"|"2018"|329
"Fiscalía General de la República"|"2019"|302
"Fiscalía General de la República"|"2020"|213
"Fiscalía General de la República"|"2021"|215
"Fiscalía General de la República"|"2022"|253
"Fiscalía General de la República"|"2023"|4
"Fondo Nacional de Fomento al Turismo"|"2017"|19
"Fondo Nacional de Fomento al Turismo"|"2018"|88
"Fondo Nacional de Fomento al Turismo"|"2019"|156
"Fondo Nacional de Fomento al Turismo"|"2020"|193
"Fondo Nacional de Fomento al Turismo"|"2021"|137
"Fondo Nacional de Fomento al Turismo"|"2022"|66
"Fondo Nacional de Fomento al Turismo"|"2023"|1
"Fondo Nacional para el Fomento de las Artesanías"|"2017"|7
"Fondo Nacional para el Fomento de las Artesanías"|"2018"|339
"Fondo Nacional para el Fomento de las Artesanías"|"2019"|145
"Fondo Nacional para el Fomento de las Artesanías"|"2020"|143
"Fondo Nacional para el Fomento de las Artesanías"|"2021"|121
"Fondo Nacional para el Fomento de las Artesanías"|"2022"|87
"Fondo Nacional para el Fomento de las Artesanías"|"2023"|8
"Fondo de Capitalización e Inversión del Sector Rural"|"2016"|1
"Fondo de Capitalización e Inversión del Sector Rural"|"2017"|15
"Fondo de Capitalización e Inversión del Sector Rural"|"2018"|33
"Fondo de Capitalización e Inversión del Sector Rural"|"2019"|27
"Fondo de Capitalización e Inversión del Sector Rural"|"2020"|21
"Fondo de Capitalización e Inversión del Sector Rural"|"2021"|40
"Fondo de Capitalización e Inversión del Sector Rural"|"2022"|32
"Fondo de Cultura Económica"|"2017"|6
"Fondo de Cultura Económica"|"2018"|187
"Fondo de Cultura Económica"|"2019"|141
"Fondo de Cultura Económica"|"2020"|61
"Fondo de Cultura Económica"|"2021"|74
"Fondo de Cultura Económica"|"2022"|79
"Fondo de Cultura Económica"|"2023"|1
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2017"|20
