"name"|"anio"|"n_prov"
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2019"|217
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2020"|80
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2021"|131
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2022"|75
"Liconsa, S.A. de C.V."|"2016"|6
"Liconsa, S.A. de C.V."|"2017"|55
"Liconsa, S.A. de C.V."|"2018"|657
"Liconsa, S.A. de C.V."|"2019"|692
"Liconsa, S.A. de C.V."|"2020"|475
"Liconsa, S.A. de C.V."|"2021"|517
"Liconsa, S.A. de C.V."|"2022"|376
"Liconsa, S.A. de C.V."|"2023"|11
"Lotería Nacional"|"2017"|14
"Lotería Nacional"|"2018"|156
"Lotería Nacional"|"2019"|112
"Lotería Nacional"|"2020"|85
"Lotería Nacional"|"2021"|128
"Lotería Nacional"|"2022"|160
"Lotería Nacional para la Asistencia Pública"|"2017"|9
"Lotería Nacional para la Asistencia Pública"|"2018"|190
"Lotería Nacional para la Asistencia Pública"|"2019"|66
"Lotería Nacional para la Asistencia Pública"|"2020"|49
"Lotería Nacional para la Asistencia Pública"|"2021"|37
"Lotería Nacional para la Asistencia Pública"|"2022"|37
"Nacional Financiera, S.N.C."|"2017"|88
"Nacional Financiera, S.N.C."|"2018"|2091
"Nacional Financiera, S.N.C."|"2019"|1418
"Nacional Financiera, S.N.C."|"2020"|940
"Nacional Financiera, S.N.C."|"2021"|137
"Nacional Financiera, S.N.C."|"2022"|183
"Nacional Financiera, S.N.C."|"2023"|1
"Notimex, Agencia de Noticias del Estado Mexicano"|"2017"|3
"Notimex, Agencia de Noticias del Estado Mexicano"|"2018"|67
"Notimex, Agencia de Noticias del Estado Mexicano"|"2019"|20
"Notimex, Agencia de Noticias del Estado Mexicano"|"2020"|11
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2017"|2
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2018"|48
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2019"|25
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2020"|5
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2021"|13
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2022"|5
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2017"|1
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2018"|27
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2019"|23
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2020"|11
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2021"|6
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2022"|15
"Presidencia de la República"|"2017"|95
"Presidencia de la República"|"2018"|151
"Presidencia de la República"|"2019"|33
"Presidencia de la República"|"2020"|27
"Presidencia de la República"|"2021"|27
"Presidencia de la República"|"2022"|24
"Prevención y Readaptación Social"|"2017"|8
"Prevención y Readaptación Social"|"2018"|16
"Prevención y Readaptación Social"|"2019"|14
"Prevención y Readaptación Social"|"2020"|77
"Prevención y Readaptación Social"|"2021"|54
"Prevención y Readaptación Social"|"2022"|41
"ProMéxico"|"2017"|12
"ProMéxico"|"2018"|27
"ProMéxico"|"2019"|2
"ProMéxico"|"2021"|1
"Procuraduría Agraria"|"2017"|5
"Procuraduría Agraria"|"2018"|224
"Procuraduría Agraria"|"2019"|98
"Procuraduría Agraria"|"2020"|85
"Procuraduría Agraria"|"2021"|99
"Procuraduría Agraria"|"2022"|210
"Procuraduría Agraria"|"2023"|3
"Procuraduría Federal de Protección al Ambiente"|"2017"|3
"Procuraduría Federal de Protección al Ambiente"|"2018"|55
"Procuraduría Federal de Protección al Ambiente"|"2019"|72
"Procuraduría Federal de Protección al Ambiente"|"2020"|38
"Procuraduría Federal de Protección al Ambiente"|"2021"|84
"Procuraduría Federal de Protección al Ambiente"|"2022"|107
"Procuraduría Federal de Protección al Ambiente"|"2023"|3
"Procuraduría Federal de la Defensa del Trabajo"|"2017"|2
"Procuraduría Federal de la Defensa del Trabajo"|"2018"|34
"Procuraduría Federal de la Defensa del Trabajo"|"2019"|31
"Procuraduría Federal de la Defensa del Trabajo"|"2020"|11
"Procuraduría Federal de la Defensa del Trabajo"|"2021"|15
"Procuraduría Federal de la Defensa del Trabajo"|"2022"|18
"Procuraduría Federal de la Defensa del Trabajo"|"2023"|1
"Procuraduría Federal del Consumidor"|"2017"|1
"Procuraduría Federal del Consumidor"|"2018"|163
"Procuraduría Federal del Consumidor"|"2019"|128
"Procuraduría Federal del Consumidor"|"2020"|78
"Procuraduría Federal del Consumidor"|"2021"|73
"Procuraduría Federal del Consumidor"|"2022"|82
"Procuraduría Federal del Consumidor"|"2023"|3
"Procuraduría de la Defensa del Contribuyente"|"2017"|4
"Procuraduría de la Defensa del Contribuyente"|"2018"|76
"Procuraduría de la Defensa del Contribuyente"|"2019"|56
"Procuraduría de la Defensa del Contribuyente"|"2020"|15
"Procuraduría de la Defensa del Contribuyente"|"2021"|21
"Procuraduría de la Defensa del Contribuyente"|"2022"|23
"Productora Nacional de Biológicos Veterinarios"|"2017"|2
"Productora Nacional de Biológicos Veterinarios"|"2018"|85
"Productora Nacional de Biológicos Veterinarios"|"2019"|90
"Productora Nacional de Biológicos Veterinarios"|"2020"|63
"Productora Nacional de Biológicos Veterinarios"|"2021"|71
"Productora Nacional de Biológicos Veterinarios"|"2022"|51
"Registro Agrario Nacional"|"2017"|20
"Registro Agrario Nacional"|"2018"|111
"Registro Agrario Nacional"|"2019"|94
"Registro Agrario Nacional"|"2020"|49
"Registro Agrario Nacional"|"2021"|64
"Registro Agrario Nacional"|"2022"|46
"Registro Agrario Nacional"|"2023"|1
"Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública"|"2017"|1
"Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública"|"2018"|127
"Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública"|"2019"|60
"Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública"|"2020"|44
"Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública"|"2021"|26
"Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública"|"2022"|17
"Secretaría Ejecutiva del Sistema Nacional Anticorrupción"|"2017"|1
"Secretaría Ejecutiva del Sistema Nacional Anticorrupción"|"2018"|13
"Secretaría Ejecutiva del Sistema Nacional Anticorrupción"|"2019"|15
"Secretaría Ejecutiva del Sistema Nacional Anticorrupción"|"2020"|5
"Secretaría Ejecutiva del Sistema Nacional Anticorrupción"|"2021"|17
"Secretaría Ejecutiva del Sistema Nacional Anticorrupción"|"2022"|4
"Secretaría de Agricultura y Desarrollo Rural"|"2016"|2
"Secretaría de Agricultura y Desarrollo Rural"|"2017"|299
"Secretaría de Agricultura y Desarrollo Rural"|"2018"|1843
"Secretaría de Agricultura y Desarrollo Rural"|"2019"|733
"Secretaría de Agricultura y Desarrollo Rural"|"2020"|369
"Secretaría de Agricultura y Desarrollo Rural"|"2021"|490
"Secretaría de Agricultura y Desarrollo Rural"|"2022"|417
"Secretaría de Agricultura y Desarrollo Rural"|"2023"|8
"Secretaría de Bienestar"|"2017"|32
"Secretaría de Bienestar"|"2018"|202
"Secretaría de Bienestar"|"2019"|274
"Secretaría de Bienestar"|"2020"|441
"Secretaría de Bienestar"|"2021"|484
"Secretaría de Bienestar"|"2022"|473
"Secretaría de Bienestar"|"2023"|15
"Secretaría de Comunicaciones y Transportes"|"2016"|2
"Secretaría de Comunicaciones y Transportes"|"2017"|926
"Secretaría de Comunicaciones y Transportes"|"2018"|2598
"Secretaría de Comunicaciones y Transportes"|"2019"|2726
"Secretaría de Comunicaciones y Transportes"|"2020"|2001
"Secretaría de Comunicaciones y Transportes"|"2021"|1624
"Secretaría de Comunicaciones y Transportes"|"2022"|53
"Secretaría de Cultura"|"2017"|32
"Secretaría de Cultura"|"2018"|2530
"Secretaría de Cultura"|"2019"|1910
"Secretaría de Cultura"|"2020"|1261
"Secretaría de Cultura"|"2021"|1749
"Secretaría de Cultura"|"2022"|1973
"Secretaría de Cultura"|"2023"|1
"Secretaría de Desarrollo Agrario, Territorial y Urbano"|"2017"|375
"Secretaría de Desarrollo Agrario, Territorial y Urbano"|"2018"|1401
"Secretaría de Desarrollo Agrario, Territorial y Urbano"|"2019"|1204
"Secretaría de Desarrollo Agrario, Territorial y Urbano"|"2020"|719
"Secretaría de Desarrollo Agrario, Territorial y Urbano"|"2021"|798
"Secretaría de Desarrollo Agrario, Territorial y Urbano"|"2022"|845
"Secretaría de Economía"|"2017"|21
"Secretaría de Economía"|"2018"|179
"Secretaría de Economía"|"2019"|194
"Secretaría de Economía"|"2020"|174
"Secretaría de Economía"|"2021"|217
"Secretaría de Economía"|"2022"|123
"Secretaría de Educación Pública"|"2017"|11
"Secretaría de Educación Pública"|"2018"|126
"Secretaría de Educación Pública"|"2019"|82
"Secretaría de Educación Pública"|"2020"|43
"Secretaría de Educación Pública"|"2021"|50
"Secretaría de Educación Pública"|"2022"|63
"Secretaría de Energía"|"2017"|6
"Secretaría de Energía"|"2018"|49
"Secretaría de Energía"|"2019"|48
"Secretaría de Energía"|"2020"|19
"Secretaría de Energía"|"2021"|22
"Secretaría de Energía"|"2022"|26
"Secretaría de Gobernación"|"2017"|5
"Secretaría de Gobernación"|"2018"|187
"Secretaría de Gobernación"|"2019"|233
"Secretaría de Gobernación"|"2020"|97
"Secretaría de Gobernación"|"2021"|105
"Secretaría de Gobernación"|"2022"|99
"Secretaría de Hacienda y Crédito Público"|"2016"|1
"Secretaría de Hacienda y Crédito Público"|"2017"|23
"Secretaría de Hacienda y Crédito Público"|"2018"|150
"Secretaría de Hacienda y Crédito Público"|"2019"|180
"Secretaría de Hacienda y Crédito Público"|"2020"|109
"Secretaría de Hacienda y Crédito Público"|"2021"|180
"Secretaría de Hacienda y Crédito Público"|"2022"|176
"Secretaría de Hacienda y Crédito Público"|"2023"|1
"Secretaría de Infraestructura, Comunicaciones y Transportes"|"2021"|8
"Secretaría de Infraestructura, Comunicaciones y Transportes"|"2022"|1379
"Secretaría de Infraestructura, Comunicaciones y Transportes"|"2023"|5
"Secretaría de Marina"|"2017"|50
"Secretaría de Marina"|"2018"|795
"Secretaría de Marina"|"2019"|865
"Secretaría de Marina"|"2020"|727
"Secretaría de Marina"|"2021"|668
"Secretaría de Marina"|"2022"|637
"Secretaría de Marina"|"2023"|87
"Secretaría de Medio Ambiente y Recursos Naturales"|"2017"|17
"Secretaría de Medio Ambiente y Recursos Naturales"|"2018"|252
"Secretaría de Medio Ambiente y Recursos Naturales"|"2019"|118
"Secretaría de Medio Ambiente y Recursos Naturales"|"2020"|92
"Secretaría de Medio Ambiente y Recursos Naturales"|"2021"|96
"Secretaría de Medio Ambiente y Recursos Naturales"|"2022"|80
"Secretaría de Relaciones Exteriores"|"2017"|9
"Secretaría de Relaciones Exteriores"|"2018"|91
"Secretaría de Relaciones Exteriores"|"2019"|127
"Secretaría de Relaciones Exteriores"|"2020"|79
"Secretaría de Relaciones Exteriores"|"2021"|66
"Secretaría de Relaciones Exteriores"|"2022"|91
"Secretaría de Salud"|"2017"|90
"Secretaría de Salud"|"2018"|541
"Secretaría de Salud"|"2019"|338
"Secretaría de Salud"|"2020"|313
"Secretaría de Salud"|"2021"|279
"Secretaría de Salud"|"2022"|244
"Secretaría de Salud"|"2023"|9
"Secretaría de Seguridad y Protección Ciudadana"|"2019"|11
"Secretaría de Seguridad y Protección Ciudadana"|"2020"|48
"Secretaría de Seguridad y Protección Ciudadana"|"2021"|54
"Secretaría de Seguridad y Protección Ciudadana"|"2022"|62
"Secretaría de Turismo"|"2017"|13
"Secretaría de Turismo"|"2018"|64
"Secretaría de Turismo"|"2019"|66
"Secretaría de Turismo"|"2020"|33
"Secretaría de Turismo"|"2021"|102
"Secretaría de Turismo"|"2022"|61
"Secretaría de la Defensa Nacional"|"2017"|342
"Secretaría de la Defensa Nacional"|"2018"|907
"Secretaría de la Defensa Nacional"|"2019"|915
"Secretaría de la Defensa Nacional"|"2020"|1072
"Secretaría de la Defensa Nacional"|"2021"|934
"Secretaría de la Defensa Nacional"|"2022"|830
"Secretaría de la Defensa Nacional"|"2023"|5
"Secretaría de la Función Pública"|"2016"|4
"Secretaría de la Función Pública"|"2017"|33
"Secretaría de la Función Pública"|"2018"|1040
"Secretaría de la Función Pública"|"2019"|868
"Secretaría de la Función Pública"|"2020"|758
"Secretaría de la Función Pública"|"2021"|839
"Secretaría de la Función Pública"|"2022"|1149
"Secretaría del Trabajo y Previsión Social"|"2017"|39
"Secretaría del Trabajo y Previsión Social"|"2018"|249
"Secretaría del Trabajo y Previsión Social"|"2019"|208
"Secretaría del Trabajo y Previsión Social"|"2020"|91
"Secretaría del Trabajo y Previsión Social"|"2021"|90
"Secretaría del Trabajo y Previsión Social"|"2022"|78
"Seguridad Alimentaria Mexicana"|"2019"|41
"Seguridad Alimentaria Mexicana"|"2020"|35
"Seguridad Alimentaria Mexicana"|"2021"|72
"Seguridad Alimentaria Mexicana"|"2022"|59
"Seguridad Alimentaria Mexicana"|"2023"|2
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2017"|1
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2018"|5
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2019"|6
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2020"|3
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2021"|5
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2022"|5
"Seguros de Crédito a la Vivienda SHF, S.A. de C.V."|"2023"|1
"Servicio Geológico Mexicano"|"2017"|21
"Servicio Geológico Mexicano"|"2018"|275
"Servicio Geológico Mexicano"|"2019"|164
"Servicio Geológico Mexicano"|"2020"|121
"Servicio Geológico Mexicano"|"2021"|191
"Servicio Geológico Mexicano"|"2022"|165
"Servicio Nacional de Inspección y Certificación de Semillas"|"2017"|1
"Servicio Nacional de Inspección y Certificación de Semillas"|"2018"|28
"Servicio Nacional de Inspección y Certificación de Semillas"|"2019"|82
"Servicio Nacional de Inspección y Certificación de Semillas"|"2020"|76
"Servicio Nacional de Inspección y Certificación de Semillas"|"2021"|28
"Servicio Nacional de Inspección y Certificación de Semillas"|"2022"|54
"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria"|"2017"|20
"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria"|"2018"|175
"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria"|"2019"|159
"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria"|"2020"|125
"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria"|"2021"|149
"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria"|"2022"|147
"Servicio Postal Mexicano"|"2017"|31
"Servicio Postal Mexicano"|"2018"|114
"Servicio Postal Mexicano"|"2019"|84
"Servicio Postal Mexicano"|"2020"|57
"Servicio Postal Mexicano"|"2021"|56
"Servicio Postal Mexicano"|"2022"|198
"Servicio Postal Mexicano"|"2023"|14
"Servicio de Administración Tributaria"|"2017"|60
"Servicio de Administración Tributaria"|"2018"|431
"Servicio de Administración Tributaria"|"2019"|407
"Servicio de Administración Tributaria"|"2020"|173
"Servicio de Administración Tributaria"|"2021"|256
"Servicio de Administración Tributaria"|"2022"|254
"Servicio de Información Agroalimentaria y Pesquera"|"2017"|3
"Servicio de Información Agroalimentaria y Pesquera"|"2018"|23
"Servicio de Información Agroalimentaria y Pesquera"|"2019"|25
"Servicio de Información Agroalimentaria y Pesquera"|"2020"|9
"Servicio de Información Agroalimentaria y Pesquera"|"2021"|14
"Servicio de Información Agroalimentaria y Pesquera"|"2022"|13
"Servicio de Protección Federal"|"2018"|32
"Servicio de Protección Federal"|"2019"|52
"Servicio de Protección Federal"|"2020"|60
"Servicio de Protección Federal"|"2021"|49
"Servicio de Protección Federal"|"2022"|52
"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V."|"2017"|3
"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V."|"2018"|2
"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V."|"2019"|8
"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V."|"2020"|7
"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V."|"2021"|6
"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V."|"2022"|6
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2016"|1
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2017"|5
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2018"|191
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2019"|213
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2020"|70
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2021"|129
"Servicios a la Navegación en el Espacio Aéreo Mexicano"|"2022"|97
"Servicios de Atención Psiquiátrica"|"2017"|29
"Servicios de Atención Psiquiátrica"|"2018"|92
"Servicios de Atención Psiquiátrica"|"2019"|57
"Servicios de Atención Psiquiátrica"|"2020"|98
"Servicios de Atención Psiquiátrica"|"2021"|131
"Servicios de Atención Psiquiátrica"|"2022"|52
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2017"|13
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2018"|105
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2019"|84
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2020"|61
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2021"|75
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2022"|96
"Sistema Nacional para el Desarrollo Integral de la Familia"|"2023"|1
"Sistema Público de Radiodifusión del Estado Mexicano"|"2017"|66
"Sistema Público de Radiodifusión del Estado Mexicano"|"2018"|135
"Sistema Público de Radiodifusión del Estado Mexicano"|"2019"|159
"Sistema Público de Radiodifusión del Estado Mexicano"|"2020"|221
"Sistema Público de Radiodifusión del Estado Mexicano"|"2021"|347
"Sistema Público de Radiodifusión del Estado Mexicano"|"2022"|418
"Sociedad Hipotecaria Federal, S.N.C."|"2016"|2
"Sociedad Hipotecaria Federal, S.N.C."|"2017"|30
"Sociedad Hipotecaria Federal, S.N.C."|"2018"|60
"Sociedad Hipotecaria Federal, S.N.C."|"2019"|70
"Sociedad Hipotecaria Federal, S.N.C."|"2020"|53
"Sociedad Hipotecaria Federal, S.N.C."|"2021"|52
"Sociedad Hipotecaria Federal, S.N.C."|"2022"|57
"Sociedad Hipotecaria Federal, S.N.C."|"2023"|5
"Talleres Gráficos de México"|"2017"|7
"Talleres Gráficos de México"|"2018"|138
"Talleres Gráficos de México"|"2019"|104
"Talleres Gráficos de México"|"2020"|69
"Talleres Gráficos de México"|"2021"|80
"Talleres Gráficos de México"|"2022"|2
"Tecnológico Nacional de México"|"2018"|1
"Tecnológico Nacional de México"|"2019"|5
"Tecnológico Nacional de México"|"2020"|1
"Tecnológico Nacional de México"|"2021"|2
"Telecomunicaciones de México"|"2017"|43
"Telecomunicaciones de México"|"2018"|160
"Telecomunicaciones de México"|"2019"|99
"Telecomunicaciones de México"|"2020"|119
"Telecomunicaciones de México"|"2021"|101
"Telecomunicaciones de México"|"2022"|108
"Telecomunicaciones de México"|"2023"|1
"Televisión Metropolitana, S.A. de C.V."|"2017"|56
"Televisión Metropolitana, S.A. de C.V."|"2018"|199
"Televisión Metropolitana, S.A. de C.V."|"2019"|199
"Televisión Metropolitana, S.A. de C.V."|"2020"|163
"Televisión Metropolitana, S.A. de C.V."|"2021"|93
"Televisión Metropolitana, S.A. de C.V."|"2022"|118
"Televisión Metropolitana, S.A. de C.V."|"2023"|1
"Tribunal Federal de Justicia Administrativa"|"2016"|1
"Tribunal Federal de Justicia Administrativa"|"2017"|36
"Tribunal Federal de Justicia Administrativa"|"2018"|195
"Tribunal Federal de Justicia Administrativa"|"2019"|183
"Tribunal Federal de Justicia Administrativa"|"2020"|156
"Tribunal Federal de Justicia Administrativa"|"2021"|249
"Tribunal Federal de Justicia Administrativa"|"2022"|166
"Tribunal Federal de Justicia Administrativa"|"2023"|5
"Tribunales Agrarios"|"2017"|6
"Tribunales Agrarios"|"2018"|65
"Tribunales Agrarios"|"2019"|47
"Tribunales Agrarios"|"2020"|40
"Tribunales Agrarios"|"2021"|43
"Tribunales Agrarios"|"2022"|31
"Tribunales Agrarios"|"2023"|1
"Unidad del Sistema para la Carrera de las Maestras y los Maestros"|"2019"|1
"Unidad del Sistema para la Carrera de las Maestras y los Maestros"|"2022"|1
"Universidad Abierta y a Distancia de México"|"2019"|4
"Universidad Abierta y a Distancia de México"|"2020"|2
"Universidad Abierta y a Distancia de México"|"2021"|2
"Universidad Abierta y a Distancia de México"|"2022"|6
"Universidad Abierta y a Distancia de México"|"2023"|1
"Universidad Pedagógica Nacional"|"2017"|13
"Universidad Pedagógica Nacional"|"2018"|15
"Universidad Pedagógica Nacional"|"2019"|40
"Universidad Pedagógica Nacional"|"2020"|59
"Universidad Pedagógica Nacional"|"2021"|37
"Universidad Pedagógica Nacional"|"2022"|66
"Universidad Pedagógica Nacional"|"2023"|3
"XE-IPN Canal 11"|"2016"|8
"XE-IPN Canal 11"|"2017"|93
"XE-IPN Canal 11"|"2018"|505
"XE-IPN Canal 11"|"2019"|761
"XE-IPN Canal 11"|"2020"|846
"XE-IPN Canal 11"|"2021"|1187
"XE-IPN Canal 11"|"2022"|1130
"XE-IPN Canal 11"|"2023"|3
NA|"2023"|1
